cod_prestacion,Frequency.1,codes,spanish description,english description,comment
816,1,300113050000N0000690,AC ANTI AG SOLUBLE HEPÁTICO (SLA/LP),,
1201,1,300113121400X0001053,TRIGLICERIDOS EN LIQUIDOS BIOLOGICOS S.E.,,
1071,1,300113120100T0000922,ANÁLISIS DE CÁLCULOS RENALES,,
1950,1,ANT000081,CLINDAMICINA (2),,
2349,1,CCD00559K,NORADRENALINA EN ORINA DE 24 H.,,
323,1,300113020000K0000063,CALCIO,,
16,1,0121202100,"CULTIVO DE EXUDADO PROFUNDO, CON BUSQUEDA DE ANAEROBIOS",,
461,1,300113030100N0000159,TRANSFERRINA:CAPACIDAD TOTAL DE SATURACIÓN,,
42,1,0121205031,TEST DE GRAHAM (OXIUROS) (2ª MUESTRA),,
2238,1,CCD00286N,AC ANTI SSA/Ro60 (EN SANGRE),,
1416,1,30030100031928710000,"RX ESQUELETO PERIFERICO, RODILLA AMBAS, AP. LAT, OBLICUA",,
2805,1,CCD00586T,OXALATO CALCICO % (CALC),,
375,1,300113020000K0001090,AMILASA EN 24 HORAS,,
498,1,300113030203N0000217,IGE ESPECIFICA  EPITELIO HAMSTER,,
2489,1,300113110000K0001226,MERCURIO ORINA,,
1977,1,ANT000156,TRIMETROPRIM / SULFAMETOXAZOL (2),,
2332,1,CCD00436N,RECUENTO DE PLAQUETAS CITRATO SODICO (EN SANGRE),,
2620,1,300113030100N0001178,LEUCINA SANGRE,,
1390,1,30030100031624822000,"RX ESQUELETO PERIFERICO, MUÑECA AMBAS, UNA PROYECCION",,
2379,1,MUE000123,EXUDADO FARINGO-AMIGDALAR,,
2768,1,CCD00261N,NIVELES MEDICAMENTOS:PICO (EN SANGRE),,
2109,1,CCD00139N,HEMOGLOBINA (EN SANGRE),,
2767,1,CCD00227I,VOLUMEN PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),,
1369,1,30030100031320420000,"RX ESQUELETO PERIFERICO, SACROILIACAS, PA Y LAT",,
1796,1,30030901451624902000,"ARTRO RM, MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
2036,1,CCD00053N,CÉLULAS T4 % (EN SANGRE),,
1677,1,30030600930912501000,"TC VASCULAR , ARTERIAS CORONARIAS , SIN CONTRASTE",,
2707,1,300114029900N0000038,ANTICUERPOS ANTIFOSFOLÍPIDOS,,
1508,1,30030400571623800000,"ECOGRAFIA ARTICULAR, HOMBRO AMBOS",,
1026,1,300113110000N0000883,FOSFATASA ALCALINA FRAC. HEPÁTICA 1,,
1185,1,300113121200J0001133,FIBRINÓGENO LÍQUIDO SINOVIAL,,
1505,1,30030300560000000000,INTERCONSULTA: RADIOLOGIA MAMA,,
1626,1,30030600861624201000,"TC OSTEOARTICULAR , MANO AMBAS, SIN CONTRASTE",,
2119,1,CCD00150N,INSULINA 180 MIN (EN SANGRE),,
504,1,300113030203N0000233,IGE ESPECIFICA  PLUMAS DE PERIQUITO,,
2431,1,0121209392,AC. ANTI-SALMONELLA TYPHIMURIUM METODO AGLUT,,
1615,1,30030600861623101000,"TC OSTEOARTICULAR , CODO AMBOS, SIN CONTRASTE",,
409,1,300113030100N0000103,ANTITRIPSINA ALFA-1,,
112,1,0121209110,AC. ANTI-VIRUS DE EPSTEIN-BARR EBNA IGG METODO ELISA,,
2690,1,300113121000H0001007,TRIGLICERIDOS EN LIQUIDO PLEURAL,,
1348,1,30030100010707720000,"RX TORACICA, PARRILLA COSTAL, PA Y LAT",,
559,1,300113030204N0000373,IGE ESPECIFICA  SEMILLA DE SESAMO,,
679,1,300113030300N0001728,IGG4 ALTERNARIA ALTERNATA,,
613,1,300113030210N0000468,IGE ESPECIFICA  POLISTES,,
881,1,300113050000N0000759,AC ANTI SACCHAROMYCES CEREVISIAE Ig A (ASCAS),,
1529,1,30030400631113800000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, ABDOMEN-PELVIS",,
2214,1,CCD00252K,ANTIDEPRESIVOS TRICICLICOS (EN ORINA),,
1234,1,300114010200N0000011,"ANTICUERPOS IRREGULARES ANTIERITROCITARIOS, TITULACIÓN",,
1782,1,30030901442029702000,"RM OSTEOARTICULAR , MUSLO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
880,1,300113050000N0000757,AC IGM ANTI MAG (GLUCOPROTEÍNA ASOCIADA A MIELINA),,
1200,1,300113121400X0001052,TRANSFERRINA EN LIQUIDOS BIOLOGICOS S.E.,,
2665,1,300113040000N0001389,ANDROSTERONA,,
1136,1,300113120900G0000979,ASPECTO EN LIQUIDO PERITONEAL,,
926,1,300113070100N0000791,CARBAMAZEPINA,,
1534,1,30030400631421000000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, PENE",,
2733,1,30030801320000000000,PET-TC ONCOLOGICO ESTADIFICACION,,
2493,1,300113120200U0001216,HIDRATOS DE CARBONO HECES,,
986,1,300113090000N0000856,HLA-B27,,
2650,1,300113030211N0000475,IGE ESPECIFICA  HORMIGA ROJA,,
1419,1,30030100031928810000,"RX ESQUELETO PERIFERICO, RODILLA DERECHA/IZQUIERDA, AP. LAT, OBLICUA",,
2737,1,30030901562232102000,"RM DINAMICA, SISTEMA VASCULAR ARTERIAL CENTRAL, SIN CONTRASTE Y CON CONTRASTE",,
1145,1,300113120900G0001286,COLESTEROL LÍQUIDO PERITONEAL,,
2378,1,MUE000118,EXUDADO CERVIX,,
2635,1,300113030203N0000248,IGE ESPECIFICA  RATON,,
673,1,300113030300N0001272,PRECIPITINAS PROTEINA CANARIO,,
753,1,300113040000N0000625,ACTH,,
1098,1,300113120500C0000954,INMUNOGLOBULINA G EN LCR,,
1489,1,30030200350000000000,HISTEROSALPINGOGRAFIA,,
339,1,300113020000K0000082,MICROALBÚMINA EN UN TIEMPO DETERMINADO,,
1735,1,30030901420404301000,"RM COLUMNA, RAQUIS CERVICAL, SIN CONTRASTE",,
1900,1,30031602641928400000,"EMBOLIZACION VARICES MIEMBRO INFERIOR, MIEMBRO INFERIOR DERECHO/IZQUIERDO",,
2329,1,CCD00431K,ESPERMATOCITOS (EN ORINA),,
2289,1,CCD00363K,SODIO 1ª TOMA (EN ORINA),,
1942,1,ANT000056,CEFOXITINA (2),,
2728,1,30030200390000000000,RADICULOGRAFIA,,
722,1,300113030412N0001698,IGE RECOMBINANTE Hev b9 (Látex-NO Reactiv.Cruz),,
800,1,300113040000N0000672,VITAMINA A (RETINOL),,
158,1,0121209440,AC. ANTI-RICKETTSIA CONORII METODO IFI 1ª MUESTRA SANGRE,,
2415,1,0121201110,TINCION DE BLANCO DE CALCOFLUOR,,
164,1,0121209451,AC. ANTI-BORRELIA BURGDOFERI IGG METODO EIA,,
1068,1,300113110000N0001572,PROCALCITONINA,,
2034,1,CCD00051N,CELULAS NK (%) (EN SANGRE),,
2066,1,CCD00090N,EOSINÓFILOS (EN SANGRE),,
1020,1,300113110000N0000876,ÁCIDOS GRASOS DE CADENA LARGA,,
975,1,300113080100N0000836,CEA (AG CARCINOEMBRIONARIO),,
1636,1,30030600861725401000,"TC OSTEOARTICULAR , ANTEBRAZO DERECHO/IZQUIERDO, SIN CONTRASTE",,
480,1,300113030201N0000194,IGE ESPECIFICA TETANOS TOXOIDE,,
2739,1,30030901650000001000,"RM DEFECO GRAFICA, SIN CONTRASTE",,
2001,1,CCD00017N,ALFA 1 GLOBULINA (EN SANGRE),,
189,1,01212096610,AC. ANTI-BARTONELLA HENSELAE IGG METODO IFI,,
386,1,300113030100K0000178,PIRIDINOLINA DESOXI,,
2350,1,CCD00560K,DOPAMINA EN ORINA DE 24 H.,,
2116,1,CCD00146N,INSULINA 60 MIN (EN SANGRE),,
1481,1,30030200250000000000,DACRIOCISTOGRAFIA,,
2749,1,30031502391522900000,"FLEBOGRAFIAS, VENA OVARICA AMBAS",,
137,1,0121209320,AC HTLV (ELISA),,
2617,1,300113030100N0001175,GLUTAMINA SANGRE,,
1650,1,30030600861928702000,"TC OSTEOARTICULAR , RODILLA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2166,1,CCD00196N,PROGESTERONA 17-HIDROXI  BASAL (EN SANGRE),,
896,1,300113050000N0001135,AC IGA ANTI TRANSGLUTAMINASA(ATA),,
414,1,300113030100N0000108,CADENA LIGERA LAMBDA SANGRE,,
463,1,300113030100N0000162,TROPONINA,,
972,1,300113080100N0000833,AG PROSTÁTICO ESPECIFICO  LIBRE (PSA LIBRE),,
1135,1,300113120900G0000978,AMILASA EN LIQUIDO PERITONEAL,,
2463,1,300113030211N0000476,IGE ESPECIFICA  MARIPOSA DE LA HARINA,,
1331,1,300114080100N0000177,"DIAGNÓSTICO MOLECULAR a-TALASEMIAS (PCRs (3.2,-MED, 20.5) Y SOUTHERN (sondas a o  e), etc)",,
2317,1,CCD00414N,HEMOGLOBINA RETICULOCITARIA,,
2567,1,CCD00381N,DHEA-S BASAL (EN SANGRE),,
1396,1,30030100031725306000,"RX ESQUELETO PERIFERICO, ANTEBRAZO AMBOS, AP Y LAT",,
2021,1,CCD00040N,BICARBONATO ACTUAL (EN SANGRE),,
547,1,300113030204N0000346,IGE ESPECIFICA  NUEZ  DE NOGAL,,
136,1,0121209310,AC. ANTI-PARVOVIRUS B19 IGM METODO ELISA,,
1852,1,30030901541421201000,"RM ENDOCAVITARIA, RECTO, SIN CONTRASTE",,
2215,1,CCD00253K,BARBITURICOS (EN ORINA),,
478,1,300113030201N0000188,IGE ESPECIFICA CEFACLOR,,
458,1,300113030100N0000156,PROTEÍNA TRANSPORTADORA DE RETINOL (PBR),,
1578,1,30030600830100601000,"TC CARA Y BASE DE CRANEO , BASE DE CRANEO , SIN CONTRASTE",,
48,1,0121206030,AG. VIRUS DE LA HEPATITIS B AG SUPERFICIE METODO ELISA,,
1059,1,300113110000N0001277,PORFIRINAS ERITROCITARIAS,,
2182,1,CCD00213N,T4 LIBRE (EN SANGRE),,
1962,1,ANT000120,NITROFURANTOINA,,
2595,1,0121700120,INFORME FARMACOCINETICO,,
1601,1,30030600860707002000,"TC OSTEOARTICULAR , ARTICULACION ESTERNO-CLAVICULAR DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
1067,1,300113110000N0001568,ACIL-CARNITINAS,,
1262,1,300114029900N0000050,FACTOR DE VON WILLEBRAND(COFACTOR RISTOCETINA),,
772,1,300113040000N0000644,"FSH (HORMONA FOLÍCULO-ESTIMULANTE), (FOLITROPINA)",,
1948,1,ANT000071,CIPROFLOXACINO (2),,
1995,1,CCD00010K,ALBUMINA (EN ORINA),,
1979,1,ANT000166,SINERGISMO GENTAMICINA (2),,
273,1,300113010000N0000016,CLORURO,,
1846,1,30030901530202501000,"RM ESPECTROSCOPICA, CEREBRO, SIN CONTRASTE",,
1122,1,300113120600D0001325,ÁCIDO LÁCTICO LÍQUIDO DIÁLISIS,,
537,1,300113030204N0000320,IGE ESPECIFICA  KIWI,,
915,1,300113060000N0000769,SOBRECARGA ORAL GLUCOSA GESTANTES,,
2293,1,CCD00367K,POTASIO 2ª TOMA (EN ORINA),,
1104,1,300113120500C0001485,BETA 2 MICROGLOBULINA LÍQUIDO CEFALORRAQUÍDEO,,
395,1,300113030100K0001195,GLUTAMINA ORINA,,
813,1,300113040000N0001406,INHIBINA B,,
1947,1,ANT000070,CIPROFLOXACINO,,
862,1,300113050000N0000738,AC ANTI MEMBRANA BASAL DÉRMICA,,
357,1,300113020000K0001059,CALCIO EN 2 HORAS,,
180,1,0121209571,AC PALUDISMO (IFI) IGG,,
2075,1,CCD00100I,FORMAS ANORMALES (EN LIQUIDO SEMINAL),,
833,1,300113050000N0000708,AC ANTI CENTRÓMERO,,
2159,1,CCD00190I,PH  (EN LIQUIDO SEMINAL),,
1045,1,300113110000N0000903,SEROTONINA SANGRE,,
365,1,300113020000K0001080,GLUCOSA EN 24 HORAS,,
1186,1,300113121200J0001425,RECUENTO LEUCOCITOS LÍQUIDO SINOVIAL,,
423,1,300113030100N0000117,COMPLEMENTO C4,,
866,1,300113050000N0000742,AC ANTI MPO (MIELOPEROXIDASA),,
1159,1,300113121000H0001006,GLUCOSA EN LIQUIDO PLEURAL,,
568,1,300113030205N0000386,IGE ESPECIFICA  FX5E,,
2430,1,0121209332,AC. ANTI-CLOSTRIDIUM TETANI METODO EIA,,
119,1,0121209170,AC. ANTI-VIRUS DEL SARAMPION IGM METODO ELISA,,
246,1,0121812450,TRIYODOTIRONINA (T3) CON EXTRACCION,,
532,1,300113030204N0000306,IGE ESPECIFICA  GARBANZO,,
677,1,300113030300N0001549,PRECIPITINAS ASPERGILLUS,,
905,1,300113050000N0001432,AC ANTI TIROIDEOS,,
495,1,300113030203N0000208,IGE ESPECIFICA  CASPA GATO,,
1029,1,300113110000N0000886,FOSFATASA ALCALINA FRAC.PLACENTARIA,,
172,1,0121209501,AC. ANTI-LEISHMANIA IGM METODO HEMAGLUTINACION,,
545,1,300113030204N0000344,IGE ESPECIFICA  MOSTAZA,,
657,1,300113030216N0000601,IGE ESPECIFICA  PARIERATIA,,
1408,1,30030100031928206000,"RX ESQUELETO PERIFERICO, METATARSO DERECHO/IZQUIERDO, AP Y LAT",,
1820,1,30030901501114902000,"RM ABDOMINAL, HIGADO, SIN CONTRASTE Y CON CONTRASTE",,
1868,1,30031001700606200000,"ANGIOGRAFIA, ARTERIA CAROTIDA INTERNA BILATERAL",,
1424,1,30030100031929106000,"RX ESQUELETO PERIFERICO, TIBIA-PERONE AMBAS, AP Y LAT",,
2171,1,CCD00201N,PROLACTINA 60 MIN  (EN SANGRE),,
2526,1,30030200470000000000,CONSULTA POR TELERRADIOLOGIA: RADIOLOGIA CONTRASTADA,,
1835,1,30030901521624302000,"RM VASCULAR , MANO DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
852,1,300113050000N0000728,AC IGM ANTI GANGLIÓSIDO GQ1B,,
1220,1,30011312180010001582,FORMULA LEUCOCITARIA EN LÍQUIDO ASCITICO,,
688,1,300113030404N0001684,IGE RECOMBINANTE Pru p 3 (Melocotón),,
2126,1,CCD00155N,LEUCOCITOS FROTIS (EN SANGRE),,
2536,1,30030601010000001000,"DISCOGRAFIA , SIN CONTRASTE",,
1108,1,300113120600D0000959,GLUCOSA EN LIQUIDO DE DIALISIS,,
1102,1,300113120500C0001423,RECUENTO LEUCOCITOS LÍQUIDO CEFALORRAQUÍDEO,,
1404,1,30030100031927806000,"RX ESQUELETO PERIFERICO, FEMUR AMBOS, AP Y LAT",,
2006,1,CCD00024I,ANORMALIDADES DE LA CABEZA (EN LIQUIDO SEMINAL),,
470,1,300113030100N0001447,GLOBULINA FIJADORA DE TIROXINA,,
2640,1,300113030204N0000294,IGE ESPECIFICA  COL,,
487,1,300113030202N0000198,IGE ESPECIFICA  DERMATOPHAGOIDES MICROCERAS,,
2618,1,300113030100N0001176,HISTIDINA SANGRE,,
997,1,300113090000N0001708,HLA-DQ 2,,
143,1,0121209360,AC. ANTI-BRUCELLA COOMBS METODO AGLUT.,,
935,1,300113070100N0000801,LITIO,,
1985,1,ANT000215,ITRACONAZOL,,
1516,1,30030400610000000000,ECOGRAFIA OBSTETRICIA (PRIMER TRIMESTRE),,
267,1,300113010000N0000009,BILIRRUBINA INDIRECTA,,
289,1,300113010000N0000032,FOSFATASA ALCALINA,,
623,1,300113030212N0000487,IGE ESPECIFICA  ANHIDRIDO METILTETRAHIDROFTALICO,,
1065,1,300113110000N0001566,ÁCIDOS GRASOS ACILADOS,,
1305,1,300114040000N0000118,RESISTENCIA OSMÓTICA ERITROCITARIA INCUBADA,,
393,1,300113030100K0001193,FENILALANINA ORINA,,
1243,1,300114010200N0000268,COOMBS INDIRECTO,,
2285,1,CCD00358N,ANCA PROTEINASA 3 (pr3) (EN SANGRE),,
551,1,300113030204N0000356,IGE ESPECIFICA  PEREJIL,,
2380,1,MUE000127,EXUDADO HERIDA QUIRURGICA,,
159,1,0121209441,AC. ANTI-RICKETTSIA CONORII METODO IFI 2ª MUESTRA SANGRE,,
1511,1,30030400580000000000,ECOGRAFIA LESION PARTES BLANDAS,,
2161,1,CCD00190N,PH  (EN SANGRE),,
1087,1,300113120200U0001232,CALPROTECTINA HECES,,
1317,1,300114070100N0000155,PLAQUETAS ANNEXIN - V POSITIVAS,,
2304,1,CCD00391N,PROLACTINA 4ª TOMA (EN SANGRE),,
957,1,300113070200K0000821,METADONA ORINA,,
442,1,300113030100N0000138,"INMUNOGLOBULINA G (IgG), SUBCLASES  (POR SUBCLASE)",,
2184,1,CCD00215N,TIEMPO DE REPTILASE EN RATIO (EN SANGRE),,
1861,1,30030901660000002000,"RM MIOPATIAS DIFUSAS, SIN CONTRASTE Y CON CONTRASTE",,
1051,1,300113110000N0001100,ÁCIDOS GRASOS DE CADENA MUY LARGA,,
55,1,0121206070,AC. ANTI-VIRUS DE LA HEPATITIS B AG CORE METODO ELISA,,
1441,1,30030100042232000000,"RX RAQUIS, RAQUIS COMPLETO",,
2456,1,300113030204N0000314,IGE ESPECIFICA  HIGO,,
1268,1,300114029900N0000062,"PLASMINÓGENO, ANTÍGENO",,
482,1,300113030201N0001531,IGE ESPECIFICA DICLOFENACO,,
1971,1,ANT000141,RIFAMPICINA (2),,
303,1,300113010000N0000050,OSMOLALIDAD CALCULADA,,
110,1,0121209101,AC. ANTI-VIRUS DE EPSTEIN-BARR IGM VCA METODO IFI,,
971,1,300113080100N0000832,AG POLIPEPTÍDICO TISULAR,,
68,1,0121206150,AC. ANTI-VIRUS DE LA HEPATITIS D METODO ELISA,,
1913,1,30031803190000000000,COLOCACION ENDOPROTESIS TUBO DIGESTIVO,,
25,1,0121202195,CULTIVO STRONGYLOIDES,,
1131,1,300113120800F0001502,AG CARCINOEMBRIONARIO(CEA) LÍIQUIDO PERICÁRDICO,,
839,1,300113050000N0000715,AC ANTI GAD (GLUTÁMICO DESCARBOXILASA),,
1371,1,30030100031623206000,"RX ESQUELETO PERIFERICO, CODO DERECHO/IZQUIERDO, AP Y LAT",,
1455,1,30030100052231900000,"RX CRANEO/CARA, OTRAS ZONAS ANATOMICAS",,
2797,1,CCD00458K,VOLUMEN 120 MIN (EN ORINA),,
94,1,0121209020,AC. ANTI-VIRUS DE LA RUBEOLA IGM METODO ELISA,,
1792,1,30030901451623202000,"ARTRO RM, CODO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2044,1,CCD00062K,COCIENTE AVM/AHV (EN ORINA),,
13,1,0121202060,CULTIVO DE MUESTRA GENITAL,,
2042,1,CCD00060K,COCIENTE AMILASA/CREATININA (EN ORINA),,
2155,1,CCD00184N,P50C PRESION DE OXIGENO SEMISATURACION (EN SANGRE),,
2487,1,300113110000K0000912,MUCOPOLISACÁRIDOS,,
684,1,300113030403N0001664,IGE RECOMBINANTE Can f2 (Perro),,
2164,1,CCD00194C,PORCENTAJE IGG DE PROTEINAS TOTALES (EN LCR),,
1857,1,30030901551421102000,"RM ESTADIAJE, PROSTATA, SIN CONTRASTE Y CON CONTRASTE",,
927,1,300113070100N0000792,CICLOSPORINA,,
1267,1,300114029900N0000061,"PLASMINÓGENO, ACTIVIDAD",,
1047,1,300113110000N0000905,TRIPTASA,,
1411,1,30030100031928515000,"RX ESQUELETO PERIFERICO, PIE AMBOS, EN CARGA",,
1734,1,30030901410504302000,"RM CABEZA Y CUELLO, CUELLO , SIN CONTRASTE Y CON CONTRASTE",,
1083,1,300113120200U0001120,CUERPOS REDUCTORES HECES,,
2019,1,CCD00039N,BETA 2 GLOBULINA (EN SANGRE),,
1637,1,30030600861927401000,"TC OSTEOARTICULAR , CALCANEO AMBOS, SIN CONTRASTE",,
2,1,0121201040,EXAMEN CON KOH,,
392,1,300113030100K0001190,ASPARRAGINA ORINA,,
542,1,300113030204N0000334,IGE ESPECIFICA  MANZANA,,
1720,1,30030801350000000000,PET-TC ONCOLOGICO RESPUESTA AL TRATAMIENTO,,
1902,1,30031702800000000000,COLANGIOGRAFIA TRASHEPATICA PERCUTANEA,,
2436,1,0121211080,RNA VIRUS DE LA INMUNODEFICIENCIA HUMANA METODO PCR,,
1479,1,30030200202231900000,"ARTROGRAFIA, OTRAS ZONAS ANATOMICAS",,
1482,1,30030200280000000000,ENEMA DOBLE CONTRASTE,,
1259,1,300114029900N0000046,COLÁGENO ADP,,
2265,1,CCD00334K,CRISTALES DE FOSFATOS AMORFOS (EN ORINA),,
430,1,300113030100N0000126,GLICOPROTEÍNA ÁCIDA ALFA-1,,
1986,1,AUDIOM,AUDIOMETRIA,,
1036,1,300113110000N0000894,LACTATO-DESHIDROGENASA 3,,
2080,1,CCD00107I,FORMAS VIVAS  (EN LIQUIDO SEMINAL),,
1936,1,ANT000040,CEFAZOLINA,,
2746,1,30031402092231800000,"ANGIOPLASTIA, OTRAS ARTERIAS",,
1270,1,300114029900N0000065,"PROTEINA C INHIBIDORA DE LA COAGULACIÓN, ANTÍGENO",,
1265,1,300114029900N0000055,INHIBIDOR DE LA COAGULACIÓN ESPECÍFICO,,
311,1,300113010000N0000059,ZINC,,
1276,1,300114029900N0000076,TIEMPO DE TROMBINA,,
1922,1,30121010406703619705,"ENTEROVIRUS, DETECCIÓN AC. IGM, SUERO, ELISA",,
380,1,300113030100K0000169,COLÁGENO TIPO I TELOPÉPTIDO CARBOXITERMINAL  CADENA A (CTX)  ORINA,,
411,1,300113030100N0000105,APOLIPOPROTEÍNA B,,
2145,1,CCD00174I,MOTILIDAD PROGRESIVA RAPIDA (EN LIQUIDO SEMINAL),,
1619,1,30030600861623801000,"TC OSTEOARTICULAR , HOMBRO AMBOS, SIN CONTRASTE",,
1230,1,300114010200N0000007,ANTICUERPOS  ANTI GRANULOCÍTICOS,,
2012,1,CCD00030N,BASÓFILOS FROTIS (EN SANGRE),,
2533,1,30030600861929001000,"TC OSTEOARTICULAR , ROTULA DERECHA/IZQUIERDA, SIN CONTRASTE",,
2523,1,30030200201928800000,"ARTROGRAFIA, RODILLA DERECHA/IZQUIERDA",,
692,1,300113030404N0001714,IGE RECOMBINANTE RPRU P 1 PR-10 (MELOCOTÓN) F419,,
8,1,0121202000,CULTIVO BACTERIAS,,
752,1,300113040000K0001656,CORTISOL LIBRE ORINA 24 HORAS,,
1137,1,300113120900G0000980,ANTÍGENO CARCINOEMBRIONARIO (CEA) EN LIQUIDO PERITONEAL,,
347,1,300113020000K0000091,PROTEÍNAS TOTALES,,
1433,1,30030100040404310000,"RX RAQUIS, RAQUIS CERVICAL, AP, LAT Y OBLICUA",,
1940,1,ANT000051,CEFOTAXIMA (2),,
768,1,300113040000N0000640,ESTRIOL,,
253,1,0222203100,GAMMAGRAFIA PARATIROIDEA,,
2055,1,CCD00074N,CORTISOL 30 MIN (EN SANGRE),,
2762,1,CCD00007N,ACTH 120 MIN (EN SANGRE),,
1765,1,30030901441624801000,"RM OSTEOARTICULAR , MUÑECA AMBAS, SIN CONTRASTE",,
519,1,300113030204N0000269,IGE ESPECIFICA  AZAFRAN,,
2147,1,CCD00176I,MOTILIDAD TOTAL (EN LIQUIDO SEMINAL),,
1206,1,300113121400X0001294,COLESTEROL LÍQUIDOS BIOLÓGICOS S.E,,
160,1,0121209442,AC. ANTI-RICKETTSIA CONORII METODO IFI,,
1975,1,ANT000151,TOBRAMICINA (2),,
444,1,300113030100N0000140,INMUNOGLOBULINA G2,,
1742,1,30030901421320302000,"RM COLUMNA, SACROCOXIS, SIN CONTRASTE Y CON CONTRASTE",,
914,1,300113060000N0000768,SOBRECARGA ORAL GLUCOSA,,
476,1,300113030201N0000183,IGE ESPECIFICA  PENICILINA V,,
660,1,300113030216N0000606,IGE ESPECIFICA  TARAXACUM (DIENTE DE LEON),,
600,1,300113030209N0000447,IGE ESPECIFICA POLENES Y GRAMINEAS: CEBADA,,
934,1,300113070100N0000799,LAMOTRIGINA,,
809,1,300113040000N0001162,HORMONA ANTIMULLERIANA,,
1862,1,30030901670000000000,CONSULTA POR TELERRADIOLOGIA: RESONANCIA MAGNETICA,,
994,1,300113090000N0001251,HLA DQ (B) BAJA RESOLUCIÓN (BIOLOGÍA MOLECULAR),,
612,1,300113030210N0000467,IGE ESPECIFICA  DOLICHOVESPULA MACULATA (AVISPON),,
2306,1,CCD00395N,CARNITINA ESTERIFICADA (EN SANGRE),,
1312,1,300114060000N0000140,"PERLS, TINCIÓN",,
1988,1,CCD00002N,ACTH 15 MIN   (EN SANGRE),,
995,1,300113090000N0001471,HLA-A29,,
2148,1,CCD00177I,MOTILIDAD TOTAL PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),,
696,1,300113030404N0001718,IGE RECOMBINANTE RACT D 8 PR-10 (KIWI) F430,,
795,1,300113040000N0000667,TIROXINA TOTAL (T4 TOTAL),,
855,1,300113050000N0000731,AC ANTI HISTONAS,,
1562,1,30030500741217000000,"DOPPLER VENOSO , ARTERIA AORTO-ILIACA",,
271,1,300113010000N0000014,CAPACIDAD FIJACIÓN HIERRO LIBRE,,
1625,1,30030600861624101000,"TC OSTEOARTICULAR , HUMERO DERECHO/IZQUIERDO, SIN CONTRASTE",,
814,1,300113040000N0001555,ACTH 8 HORAS,,
916,1,300113060000N0000782,OTRAS PRUEBAS FUNCIONALES N.C.O.P,,
2404,1,OTPRENCEFALOGRAMA,ELECTROENCEFALOGRAMA,,
2689,1,300113121000H0000999,ENZIMA CONVERTIDOR ANGIOTENSINA (ECA) EN LIQUIDO PLEURAL,,
1756,1,30030901441320402000,"RM OSTEOARTICULAR , SACROILIACAS, SIN CONTRASTE Y CON CONTRASTE",,
329,1,300113020000K0000069,COBRE,,
2585,1,0121209425,AC. ANTI-TRYPANOSOMA CRUZI IGM METODO EIA,,
1607,1,30030600861319901000,"TC OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE",,
998,1,300113090000N0001726,HLA-B57,,
1345,1,300114090000N0000210,VISCOSIDAD PLASMÁTICA,,
1655,1,30030600861929101000,"TC OSTEOARTICULAR , TIBIA-PERONE AMBAS, SIN CONTRASTE",,
2464,1,300113030211N0000481,IGE ESPECIFICA  TABANO SPP,,
18,1,0121202151,CULTIVO DE MICOBACTERIAS (2),,
765,1,300113040000N0000637,DEHIDROEPIANDROSTERONA-SULFATO  (DHEA-S),,
2313,1,CCD00402N,ANDROSTENDIONA d4 BASAL (EN SANGRE),,
280,1,300113010000N0000023,COLINESTERASA,,
2501,1,300113121400X0001597,HEMATOCRITO LÍQUIDOS BIOLÓGICOS S.E,,
2364,1,CCD00591N,COCIENTE ALDOSTERONA / RENINA (EN SANGRE),,
1688,1,30030600931217902000,"TC VASCULAR , ARTERIAS RENALES , SIN CONTRASTE Y CON CONTRASTE",,
2498,1,300113121400X0001041,INMUNOGLOBULINA A (IGA) EN LIQUIDOS BIOLOGICOS S.E.,,
17,1,0121202150,CULTIVO DE MICOBACTERIAS,,
603,1,300113030209N0000450,IGE ESPECIFICA  DACTYLIS GLOMERATA (GRAMA),,
884,1,300113050000N0000762,ANTI HU,,
2123,1,CCD00154I,LEUCOCITOS (EN LIQUIDO SEMINAL),,
2670,1,300113050000N0001625,AC ANTI RECEPTOR INSULINA,,
665,1,300113030299N0001066,CRIBAJE ALERGIAS,,
2088,1,CCD00116N,GH 15 MIN (EN SANGRE),,
1910,1,30031703090000000000,INTERCONSULTA: INTERVENCIONISMO NO VASCULAR DIAGNOSTICO,,
2548,1,30031402211928300000,"COLOCACION PROTESIS/STENT, MIEMBRO INFERIOR AMBOS",,
993,1,300113090000N0001249,HLA DQ (LINFOTOXICIDAD),,
2639,1,300113030204N0000279,IGE ESPECIFICA  CANELA,,
2405,1,OTPRESPI,ESPIROMETRIA,,
1315,1,300114070100N0000148,ESTUDIO DE LEUCEMIA AGUDA,,
499,1,300113030203N0000220,IGE ESPECIFICA  EPITELIO PERRO,,
