cie9p,Frequency.3,codes,spanish description,english description,comment
07TH4ZZ        ,22,Unknown,Unknown,,
0RB10ZZ        ,22,Unknown,Unknown,,
B244ZZZ        ,22,Unknown,Unknown,,
0PSK34Z        ,22,Unknown,Unknown,,
099700Z        ,22,Unknown,Unknown,,
10D27ZZ        ,22,Unknown,Unknown,,
0FB40ZZ        ,22,Unknown,Unknown,,
BQ2MZZZ        ,22,Unknown,Unknown,,
92.02          ,22,Unknown,Unknown,,
12.83          ,22,Unknown,Unknown,,
0TC34ZZ        ,22,Unknown,Unknown,,
0T180ZD        ,22,Unknown,Unknown,,
0GBH3ZX        ,22,Unknown,Unknown,,
57.97          ,22,1832,SUSTITUCION DE ESTIMULADOR DE VEJIGA ELECTRONICO,,
0BBG4ZZ        ,22,Unknown,Unknown,,
0QBF0ZZ        ,22,Unknown,Unknown,,
027244Z        ,22,Unknown,Unknown,,
54.73          ,22,Unknown,Unknown,,
37.90          ,22,Unknown,Unknown,,
0NH63SZ        ,22,Unknown,Unknown,,
09BM3ZZ        ,22,Unknown,Unknown,,
0VNTXZZ        ,22,Unknown,Unknown,,
0FT00ZZ        ,22,Unknown,Unknown,,
57.31          ,22,Unknown,Unknown,,
71.72          ,22,Unknown,Unknown,,
81.30          ,22,1615,"REFUSION VERTEBRAL, NO ESPECIFICADA DE OTRA MANERA ",,
70.11          ,22,Unknown,Unknown,,
0YQR0ZZ        ,22,Unknown,Unknown,,
15.21          ,22,Unknown,Unknown,,
0CTV8ZZ        ,22,Unknown,Unknown,,
06BS0ZZ        ,22,Unknown,Unknown,,
0DTE4ZZ        ,22,Unknown,Unknown,,
0D1B0ZM        ,22,Unknown,Unknown,,
0DBQ0ZX        ,22,Unknown,Unknown,,
0VBB0ZZ        ,22,Unknown,Unknown,,
0TBB4ZX        ,22,Unknown,Unknown,,
0F9G4ZX        ,22,Unknown,Unknown,,
91.89          ,22,Unknown,Unknown,,
13.9           ,22,1219,OTRAS OPERACIONES SOBRE CRISTALINO,,
8E09XY8        ,22,Unknown,Unknown,,
28.4           ,22,595,EXTIRPACION RESTO AMIGDALINO,,
02RJ08Z        ,22,Unknown,Unknown,,
0S9C4ZZ        ,22,Unknown,Unknown,,
0BYM0Z0        ,22,Unknown,Unknown,,
02PAXMZ        ,22,Unknown,Unknown,,
B837ZZZ        ,22,Unknown,Unknown,,
3E0C30M        ,22,Unknown,Unknown,,
0D1K0Z4        ,22,Unknown,Unknown,,
047N3ZZ        ,22,Unknown,Unknown,,
0B958ZX        ,22,Unknown,Unknown,,
DM1098Z        ,22,Unknown,Unknown,,
4A0D7LZ        ,22,Unknown,Unknown,,
0MB20ZZ        ,22,Unknown,Unknown,,
037G3DZ        ,22,Unknown,Unknown,,
79.29          ,22,Unknown,Unknown,,
80.20          ,22,500,ARTROSCOPIA DE SITIO NO ESPECIFICADO,,
0GBP0ZZ        ,22,Unknown,Unknown,,
0BBJ8ZX        ,22,Unknown,Unknown,,
2W1QX6Z        ,22,Unknown,Unknown,,
06DQ4ZZ        ,22,Unknown,Unknown,,
0UB20ZX        ,22,Unknown,Unknown,,
0QSHXZZ        ,22,Unknown,Unknown,,
6A750Z7        ,22,Unknown,Unknown,,
0DBQ7ZX        ,22,Unknown,Unknown,,
0QH004Z        ,22,Unknown,Unknown,,
B420Z2Z        ,22,Unknown,Unknown,,
0BBK0ZZ        ,22,Unknown,Unknown,,
0DQM0ZZ        ,22,Unknown,Unknown,,
047T3ZZ        ,22,Unknown,Unknown,,
0UB74ZX        ,22,Unknown,Unknown,,
00BC0ZZ        ,22,Unknown,Unknown,,
0YU50KZ        ,22,Unknown,Unknown,,
79.56          ,22,Unknown,Unknown,,
0QB04ZZ        ,21,Unknown,Unknown,,
BQ3DZZZ        ,21,Unknown,Unknown,,
0US94ZZ        ,21,Unknown,Unknown,,
F08H5FZ        ,21,Unknown,Unknown,,
0JR107Z        ,21,Unknown,Unknown,,
74.3           ,21,Unknown,Unknown,,
0TF6XZZ        ,21,Unknown,Unknown,,
F07Z5FZ        ,21,Unknown,Unknown,,
0T8C4ZZ        ,21,Unknown,Unknown,,
3E0F8GC        ,21,Unknown,Unknown,,
0JB63ZZ        ,21,Unknown,Unknown,,
0C54XZZ        ,21,Unknown,Unknown,,
08CSXZZ        ,21,Unknown,Unknown,,
99.27          ,21,Unknown,Unknown,,
64.41          ,21,1291,SUTURA DE LACERACION DE PENE,,
96.58          ,21,Unknown,Unknown,,
0YB60ZZ        ,21,Unknown,Unknown,,
0T578ZZ        ,21,Unknown,Unknown,,
0QP00JZ        ,21,Unknown,Unknown,,
15.7           ,21,938,REPARACION DE LESION DE MUSCULO EXTRAOCULAR,,
0JBN0ZX        ,21,Unknown,Unknown,,
02723DZ        ,21,Unknown,Unknown,,
0TJ54ZZ        ,21,Unknown,Unknown,,
76.42          ,21,Unknown,Unknown,,
91.23          ,21,Unknown,Unknown,,
0VBC0ZX        ,21,Unknown,Unknown,,
77.11          ,21,Unknown,Unknown,,
BU36ZZZ        ,21,Unknown,Unknown,,
04753DZ        ,21,Unknown,Unknown,,
00.87          ,21,283,"RECUBRIMIENTO PARCIAL DE CADERA, ACETABULO",,
0TF43ZZ        ,21,Unknown,Unknown,,
0DBT0ZZ        ,21,Unknown,Unknown,,
BP39ZZZ        ,21,Unknown,Unknown,,
99.48          ,21,Unknown,Unknown,,
07BD0ZZ        ,21,Unknown,Unknown,,
0WBFXZZ        ,21,Unknown,Unknown,,
93.05          ,21,Unknown,Unknown,,
00.86          ,21,Unknown,Unknown,,
0DJ64ZZ        ,21,Unknown,Unknown,,
BV33ZZZ        ,21,Unknown,Unknown,,
73.22          ,21,Unknown,Unknown,,
0FP44DZ        ,21,Unknown,Unknown,,
4A11X4Z        ,21,Unknown,Unknown,,
0UT77ZZ        ,21,Unknown,Unknown,,
0SG3471        ,21,Unknown,Unknown,,
52.92          ,21,Unknown,Unknown,,
0QB33ZX        ,21,Unknown,Unknown,,
0TQD7ZZ        ,21,Unknown,Unknown,,
0DB60Z3        ,21,Unknown,Unknown,,
0SGP05Z        ,21,Unknown,Unknown,,
3E0U329        ,21,Unknown,Unknown,,
01N60ZZ        ,21,Unknown,Unknown,,
0HBQXZZ        ,21,Unknown,Unknown,,
07.12          ,21,Unknown,Unknown,,
01583ZZ        ,21,Unknown,Unknown,,
2W39X3Z        ,21,Unknown,Unknown,,
0DNN0ZZ        ,21,Unknown,Unknown,,
0T9330Z        ,21,Unknown,Unknown,,
B920ZZZ        ,21,Unknown,Unknown,,
0UB78ZZ        ,21,Unknown,Unknown,,
3E0G8TZ        ,21,Unknown,Unknown,,
0SBP3ZZ        ,21,Unknown,Unknown,,
46.22          ,21,Unknown,Unknown,,
BT48ZZZ        ,21,Unknown,Unknown,,
3E0P3KZ        ,21,Unknown,Unknown,,
71.29          ,21,1005,OTRAS OPERACIONES SOBRE GLANDULAS DE BARTHOLIN,,
88.59          ,21,803,ANGIOGRAFIA VASCULAR POR FLUORESCENCIA CORONARIA INTRAOPERATORIA,,
0VQT0ZZ        ,21,Unknown,Unknown,,
F01ZDFZ        ,21,Unknown,Unknown,,
0HRU07Z        ,21,Unknown,Unknown,,
0KBQ0ZZ        ,21,Unknown,Unknown,,
0D1N4ZP        ,21,Unknown,Unknown,,
0N800ZZ        ,21,Unknown,Unknown,,
35.62          ,21,Unknown,Unknown,,
0L810ZZ        ,21,Unknown,Unknown,,
0HJT0ZZ        ,21,Unknown,Unknown,,
0D5W0ZZ        ,21,Unknown,Unknown,,
0212093        ,21,Unknown,Unknown,,
0DBQXZX        ,21,Unknown,Unknown,,
25.3           ,21,Unknown,Unknown,,
0SP904Z        ,21,Unknown,Unknown,,
07BC4ZX        ,21,Unknown,Unknown,,
0T9000Z        ,21,Unknown,Unknown,,
08QM0ZZ        ,21,Unknown,Unknown,,
0LN50ZZ        ,21,Unknown,Unknown,,
0QSGXZZ        ,21,Unknown,Unknown,,
12.02          ,21,Unknown,Unknown,,
BR2C1ZZ        ,21,Unknown,Unknown,,
84.05          ,21,Unknown,Unknown,,
08BTXZX        ,21,Unknown,Unknown,,
02PA0MZ        ,21,Unknown,Unknown,,
HZ50ZZZ        ,21,Unknown,Unknown,,
0DP64CZ        ,21,Unknown,Unknown,,
0DQ98ZZ        ,21,Unknown,Unknown,,
0Y6P0Z1        ,21,Unknown,Unknown,,
0Y6F0ZZ        ,21,Unknown,Unknown,,
86.85          ,21,Unknown,Unknown,,
0BBN0ZZ        ,21,Unknown,Unknown,,
0NBF4ZZ        ,21,Unknown,Unknown,,
33.34          ,21,Unknown,Unknown,,
0DQP7ZZ        ,21,Unknown,Unknown,,
0NB00ZZ        ,21,Unknown,Unknown,,
03VG0CZ        ,21,Unknown,Unknown,,
79.27          ,21,Unknown,Unknown,,
0DSQ7ZZ        ,20,Unknown,Unknown,,
80.90          ,20,Unknown,Unknown,,
037H3DZ        ,20,Unknown,Unknown,,
09B60ZZ        ,20,Unknown,Unknown,,
25.93          ,20,Unknown,Unknown,,
0RRM0JZ        ,20,Unknown,Unknown,,
0RRK0J6        ,20,Unknown,Unknown,,
0QBC0ZZ        ,20,Unknown,Unknown,,
0JH80VZ        ,20,Unknown,Unknown,,
025K3ZZ        ,20,Unknown,Unknown,,
6A0Z1ZZ        ,20,Unknown,Unknown,,
0SBG0ZZ        ,20,Unknown,Unknown,,
82.94          ,20,Unknown,Unknown,,
4A0ZXQZ        ,20,Unknown,Unknown,,
10.5           ,20,Unknown,Unknown,,
0HQ5XZZ        ,20,Unknown,Unknown,,
087Y7DZ        ,20,Unknown,Unknown,,
0D9W00Z        ,20,Unknown,Unknown,,
0KBT0ZZ        ,20,Unknown,Unknown,,
0DB58ZZ        ,20,Unknown,Unknown,,
39.94          ,20,Unknown,Unknown,,
0CB60ZZ        ,20,Unknown,Unknown,,
09QL7ZZ        ,20,Unknown,Unknown,,
0TN64ZZ        ,20,Unknown,Unknown,,
56.72          ,20,Unknown,Unknown,,
0Y6D0Z1        ,20,Unknown,Unknown,,
77.14          ,20,Unknown,Unknown,,
0H0U0JZ        ,20,Unknown,Unknown,,
06183DY        ,20,Unknown,Unknown,,
0DBF0ZZ        ,20,Unknown,Unknown,,
11.75          ,20,612,QUERATOTOMIA RADIAL,,
0PSM04Z        ,20,Unknown,Unknown,,
81.42          ,20,646,REPARACION,,
08BRXZX        ,20,Unknown,Unknown,,
0PHJ04Z        ,20,Unknown,Unknown,,
0CB30ZZ        ,20,Unknown,Unknown,,
0BTD4ZZ        ,20,Unknown,Unknown,,
0Y6D0Z2        ,20,Unknown,Unknown,,
04HL33Z        ,20,Unknown,Unknown,,
0W33XZZ        ,20,Unknown,Unknown,,
45.52          ,20,Unknown,Unknown,,
F01M0ZZ        ,20,Unknown,Unknown,,
77.08          ,20,Unknown,Unknown,,
0QQN0ZZ        ,20,Unknown,Unknown,,
B40DYZZ        ,20,Unknown,Unknown,,
06BY0ZZ        ,20,Unknown,Unknown,,
76.93          ,20,1845,REDUCCION CERRADA DE DISLOCACION TEMPOROMANDIBULAR,,
D0Y0FZZ        ,20,Unknown,Unknown,,
0VBTXZZ        ,20,Unknown,Unknown,,
0HC0XZZ        ,20,Unknown,Unknown,,
3E04005        ,20,Unknown,Unknown,,
78.29          ,20,Unknown,Unknown,,
0NBR4ZZ        ,20,Unknown,Unknown,,
3E013KZ        ,20,Unknown,Unknown,,
0UJ84ZZ        ,20,Unknown,Unknown,,
B4101ZZ        ,20,Unknown,Unknown,,
82.04          ,20,Unknown,Unknown,,
0LJX0ZZ        ,20,Unknown,Unknown,,
0SPB04Z        ,20,Unknown,Unknown,,
0JBQ3ZZ        ,20,Unknown,Unknown,,
0D9R00Z        ,20,Unknown,Unknown,,
22.02          ,20,Unknown,Unknown,,
08553ZZ        ,20,Unknown,Unknown,,
0HRXX7Z        ,20,Unknown,Unknown,,
87.05          ,20,Unknown,Unknown,,
0T9600Z        ,20,Unknown,Unknown,,
0B113Z4        ,20,Unknown,Unknown,,
3E0CX29        ,20,Unknown,Unknown,,
0HJT3ZZ        ,20,Unknown,Unknown,,
0F943ZX        ,20,Unknown,Unknown,,
0W3F0ZZ        ,20,Unknown,Unknown,,
0NH53SZ        ,20,Unknown,Unknown,,
96.24          ,20,Unknown,Unknown,,
2W6LX0Z        ,20,Unknown,Unknown,,
0JBD3ZZ        ,20,Unknown,Unknown,,
65.52          ,20,696,EXTIRPACION DE OVARIO RESTANTE,,
0CTT8ZZ        ,20,Unknown,Unknown,,
08SQ3ZZ        ,20,Unknown,Unknown,,
0SB90ZZ        ,20,Unknown,Unknown,,
82.72          ,20,273,OPERACION PLASTICA SOBRE MANO CON INJERTO DE MUSCULO O FASCI,,
10A07Z6        ,20,Unknown,Unknown,,
4A0975Z        ,20,Unknown,Unknown,,
08B0XZZ        ,20,Unknown,Unknown,,
04QK0ZZ        ,20,Unknown,Unknown,,
0TUB0JZ        ,20,Unknown,Unknown,,
0JBJ3ZZ        ,20,Unknown,Unknown,,
0PSG36Z        ,20,Unknown,Unknown,,
3E053GC        ,20,Unknown,Unknown,,
0SBB0ZZ        ,20,Unknown,Unknown,,
0PP904Z        ,20,Unknown,Unknown,,
0T903ZX        ,20,Unknown,Unknown,,
3E0S3GC        ,20,Unknown,Unknown,,
0RNX0ZZ        ,20,Unknown,Unknown,,
0B9P40Z        ,20,Unknown,Unknown,,
02BN0ZZ        ,20,Unknown,Unknown,,
0B5P4ZZ        ,20,Unknown,Unknown,,
02580ZZ        ,20,Unknown,Unknown,,
B3101ZZ        ,20,Unknown,Unknown,,
0TND0ZZ        ,20,Unknown,Unknown,,
93.15          ,20,Unknown,Unknown,,
01.02          ,20,Unknown,Unknown,,
03BT0ZX        ,20,Unknown,Unknown,,
0SBG4ZZ        ,20,Unknown,Unknown,,
0HX3XZZ        ,20,Unknown,Unknown,,
38.30          ,20,1822,RESECCION CON ANASTOMOSIS DE SITIO NO ESPECIFICADO,,
07TJ4ZZ        ,20,Unknown,Unknown,,
26.21          ,20,1061,MARSUPIALIZACION DE QUISTE DE GLANDULA SALIVAL,,
BP2VZZZ        ,20,Unknown,Unknown,,
09Q78ZZ        ,20,Unknown,Unknown,,
GZB2ZZZ        ,20,Unknown,Unknown,,
4A00X2Z        ,20,Unknown,Unknown,,
0SGL04Z        ,20,Unknown,Unknown,,
0HDBXZZ        ,20,Unknown,Unknown,,
03BC0ZZ        ,20,Unknown,Unknown,,
0LBT0ZZ        ,20,Unknown,Unknown,,
5A09359        ,20,Unknown,Unknown,,
65.54          ,20,1187,EXTIRPACION LAPAROSCOPICA DE OVARIO RESTANTE,,
00H00MZ        ,20,Unknown,Unknown,,
0JNJXZZ        ,19,Unknown,Unknown,,
0HRWX7Z        ,19,Unknown,Unknown,,
0TJ94ZZ        ,19,Unknown,Unknown,,
0MB30ZZ        ,19,Unknown,Unknown,,
0PB10ZZ        ,19,Unknown,Unknown,,
3E0G7GC        ,19,Unknown,Unknown,,
BR13ZZZ        ,19,Unknown,Unknown,,
56.34          ,19,Unknown,Unknown,,
0YQS0ZZ        ,19,Unknown,Unknown,,
80.70          ,19,Unknown,Unknown,,
0JH70MZ        ,19,Unknown,Unknown,,
0WJB4ZZ        ,19,Unknown,Unknown,,
0DJ00ZZ        ,19,Unknown,Unknown,,
0W9J3ZZ        ,19,Unknown,Unknown,,
07.3           ,19,Unknown,Unknown,,
0LM24ZZ        ,19,Unknown,Unknown,,
03.01          ,19,453,EXTRACCION DE CUERPO EXTRAÑO DEL CANAL ESPINAL,,
0UT68ZZ        ,19,Unknown,Unknown,,
0W9500Z        ,19,Unknown,Unknown,,
0HXGXZZ        ,19,Unknown,Unknown,,
0QSH35Z        ,19,Unknown,Unknown,,
0BBJ0ZZ        ,19,Unknown,Unknown,,
0FBG0ZX        ,19,Unknown,Unknown,,
04U04JZ        ,19,Unknown,Unknown,,
0PTP0ZZ        ,19,Unknown,Unknown,,
89.03          ,19,Unknown,Unknown,,
0FB44ZX        ,19,Unknown,Unknown,,
0SRA0JZ        ,19,Unknown,Unknown,,
0JNK0ZZ        ,19,Unknown,Unknown,,
0HQ2XZZ        ,19,Unknown,Unknown,,
0CTNXZZ        ,19,Unknown,Unknown,,
BP0RZZZ        ,19,Unknown,Unknown,,
0DBC8ZX        ,19,Unknown,Unknown,,
0UN64ZZ        ,19,Unknown,Unknown,,
97.14          ,19,Unknown,Unknown,,
81.24          ,19,1614,ARTRODESIS DE CODO,,
08BPXZX        ,19,Unknown,Unknown,,
0QSM34Z        ,19,Unknown,Unknown,,
78.27          ,19,Unknown,Unknown,,
0H0V0JZ        ,19,Unknown,Unknown,,
0UB18ZZ        ,19,Unknown,Unknown,,
82.61          ,19,Unknown,Unknown,,
84.68          ,19,Unknown,Unknown,,
86.82          ,19,1216,RITIDECTOMIA FACIAL,,
065Q4ZZ        ,19,Unknown,Unknown,,
53.13          ,19,1930,"OTRA REPARACION Y REPARACION ABIERTA BILATERAL DE HERNIA INGUINAL, UNA DIRECTA Y OTRA INDIRECTA",,
0QBD4ZZ        ,19,Unknown,Unknown,,
0FPD8DZ        ,19,Unknown,Unknown,,
0DBE4ZX        ,19,Unknown,Unknown,,
0KBS0ZZ        ,19,Unknown,Unknown,,
0YBD0ZZ        ,19,Unknown,Unknown,,
09.43          ,19,Unknown,Unknown,,
0V507ZZ        ,19,Unknown,Unknown,,
0DB28ZX        ,19,Unknown,Unknown,,
34.74          ,19,630,REPARACION DE DEFORMIDAD DE PECTUS,,
0B718ZZ        ,19,Unknown,Unknown,,
0UPD4HZ        ,19,Unknown,Unknown,,
79.10          ,19,Unknown,Unknown,,
08.37          ,19,420,REDUCCION DE CORRECION EXCESIVA DE PTOSIS,,
0NSBXZZ        ,19,Unknown,Unknown,,
0GT20ZZ        ,19,Unknown,Unknown,,
09U90JZ        ,19,Unknown,Unknown,,
0CQ1XZZ        ,19,Unknown,Unknown,,
08BD3ZZ        ,19,Unknown,Unknown,,
80.19          ,19,88,OTRA ARTROTOMIA DE OTROS SITIOS ESPECIFICADOS,,
87.14          ,19,Unknown,Unknown,,
BB14ZZZ        ,19,Unknown,Unknown,,
0PP404Z        ,19,Unknown,Unknown,,
0NQV0ZZ        ,19,Unknown,Unknown,,
08.71          ,19,Unknown,Unknown,,
02HA0QZ        ,19,Unknown,Unknown,,
3E0V37Z        ,19,Unknown,Unknown,,
0SCC4ZZ        ,19,Unknown,Unknown,,
0VB00ZX        ,19,Unknown,Unknown,,
0CBXXZ1        ,19,Unknown,Unknown,,
0YQA0ZZ        ,19,Unknown,Unknown,,
0SWB0JZ        ,19,Unknown,Unknown,,
0DTL4ZZ        ,19,Unknown,Unknown,,
00PU0MZ        ,19,Unknown,Unknown,,
0F500ZZ        ,19,Unknown,Unknown,,
3E073GC        ,19,Unknown,Unknown,,
4A09XCZ        ,19,Unknown,Unknown,,
CW21YZZ        ,19,Unknown,Unknown,,
45.12          ,19,Unknown,Unknown,,
B4001ZZ        ,19,Unknown,Unknown,,
0JRN07Z        ,19,Unknown,Unknown,,
62.69          ,19,1835,OTRA REPARACION DE TESTICULO,,
0Y6G0ZZ        ,19,Unknown,Unknown,,
0FJD8ZZ        ,19,Unknown,Unknown,,
91.93          ,19,Unknown,Unknown,,
0D9Q8ZZ        ,19,Unknown,Unknown,,
B40D1ZZ        ,19,Unknown,Unknown,,
0DHA7UZ        ,19,Unknown,Unknown,,
52.97          ,19,Unknown,Unknown,,
031809D        ,19,Unknown,Unknown,,
0DB94ZX        ,19,Unknown,Unknown,,
0UTM0ZZ        ,19,Unknown,Unknown,,
20.21          ,19,Unknown,Unknown,,
0D1A0Z4        ,19,Unknown,Unknown,,
00B03ZX        ,19,Unknown,Unknown,,
0USGXZZ        ,19,Unknown,Unknown,,
0KBR0ZZ        ,19,Unknown,Unknown,,
09BK4ZX        ,19,Unknown,Unknown,,
0UHD73Z        ,19,Unknown,Unknown,,
81.33          ,19,Unknown,Unknown,,
0NQS0ZZ        ,19,Unknown,Unknown,,
0QSB34Z        ,19,Unknown,Unknown,,
0QS004Z        ,19,Unknown,Unknown,,
0MBS0ZZ        ,19,Unknown,Unknown,,
0QBK0ZZ        ,19,Unknown,Unknown,,
0WBH0ZX        ,19,Unknown,Unknown,,
3E0406Z        ,19,Unknown,Unknown,,
0QPH05Z        ,19,Unknown,Unknown,,
09Q77ZZ        ,19,Unknown,Unknown,,
0BBL4ZZ        ,19,Unknown,Unknown,,
2W6MX0Z        ,19,Unknown,Unknown,,
0B9C3ZX        ,19,Unknown,Unknown,,
80.31          ,19,661,BIOPSIA ARTICULAR DE HOMBRO,,
78.37          ,19,Unknown,Unknown,,
38.14          ,19,Unknown,Unknown,,
0HRMX74        ,19,Unknown,Unknown,,
11.42          ,19,Unknown,Unknown,,
0YQ70ZZ        ,18,Unknown,Unknown,,
0T7D8DZ        ,18,Unknown,Unknown,,
0QP804Z        ,18,Unknown,Unknown,,
07TM4ZZ        ,18,Unknown,Unknown,,
B4241ZZ        ,18,Unknown,Unknown,,
0CBWXZ1        ,18,Unknown,Unknown,,
09U787Z        ,18,Unknown,Unknown,,
0NBV0ZX        ,18,Unknown,Unknown,,
52.19          ,18,Unknown,Unknown,,
0PBK0ZZ        ,18,Unknown,Unknown,,
0BH13EZ        ,18,Unknown,Unknown,,
0C9P0ZZ        ,18,Unknown,Unknown,,
BT131ZZ        ,18,Unknown,Unknown,,
11.43          ,18,1830,CRIOTERAPIA DE LESION CORNEAL,,
91.99          ,18,Unknown,Unknown,,
41.2           ,18,Unknown,Unknown,,
0QS934Z        ,18,Unknown,Unknown,,
0NBT0ZX        ,18,Unknown,Unknown,,
09RKX7Z        ,18,Unknown,Unknown,,
0JB63ZX        ,18,Unknown,Unknown,,
0DBS4ZZ        ,18,Unknown,Unknown,,
09HE04Z        ,18,Unknown,Unknown,,
0CBR8ZX        ,18,Unknown,Unknown,,
59.09          ,18,Unknown,Unknown,,
82.31          ,18,1811,BURSECTOMIA DE MANO,,
0US90ZZ        ,18,Unknown,Unknown,,
18.5           ,18,71,CORRECCION QUIRURGICA DE PABELLON AURICULAR PROMINENTE,,
38.57          ,18,Unknown,Unknown,,
93.29          ,18,1656,OTRA CORRECCION FORZADA DE DEFORMIDAD,,
0CBV0ZZ        ,18,Unknown,Unknown,,
0SSM04Z        ,18,Unknown,Unknown,,
84.73          ,18,Unknown,Unknown,,
0CBG0ZZ        ,18,Unknown,Unknown,,
3E013TZ        ,18,Unknown,Unknown,,
0T9B00Z        ,18,Unknown,Unknown,,
04903ZZ        ,18,Unknown,Unknown,,
0RR30JZ        ,18,Unknown,Unknown,,
2W14X7Z        ,18,Unknown,Unknown,,
02HK4KZ        ,18,Unknown,Unknown,,
0UBLXZZ        ,18,Unknown,Unknown,,
0PHD44Z        ,18,Unknown,Unknown,,
BT13ZZZ        ,18,Unknown,Unknown,,
08B1XZZ        ,18,Unknown,Unknown,,
0RGS04Z        ,18,Unknown,Unknown,,
09TL8ZZ        ,18,Unknown,Unknown,,
0LBR0ZZ        ,18,Unknown,Unknown,,
0SBQ0ZZ        ,18,Unknown,Unknown,,
59.00          ,18,Unknown,Unknown,,
0YBH0ZZ        ,18,Unknown,Unknown,,
0JRP07Z        ,18,Unknown,Unknown,,
0LQ44ZZ        ,18,Unknown,Unknown,,
0UB10ZX        ,18,Unknown,Unknown,,
0LM80ZZ        ,18,Unknown,Unknown,,
0GTM0ZZ        ,18,Unknown,Unknown,,
GZ55ZZZ        ,18,Unknown,Unknown,,
GZ10ZZZ        ,18,Unknown,Unknown,,
08U8XKZ        ,18,Unknown,Unknown,,
84.83          ,18,Unknown,Unknown,,
B543ZZA        ,18,Unknown,Unknown,,
00.56          ,18,Unknown,Unknown,,
0CB00ZZ        ,18,Unknown,Unknown,,
2W31X3Z        ,18,Unknown,Unknown,,
0891X0Z        ,18,Unknown,Unknown,,
2W38X3Z        ,18,Unknown,Unknown,,
01B60ZZ        ,18,Unknown,Unknown,,
0F1G0ZB        ,18,Unknown,Unknown,,
0DB98ZZ        ,18,Unknown,Unknown,,
78.96          ,18,1592,INSERCION DE ESTIMULADOR DEL CRECIMIENTO OSEO EN ROTULA,,
0SRR0JA        ,18,Unknown,Unknown,,
14.00          ,18,Unknown,Unknown,,
0J983ZZ        ,18,Unknown,Unknown,,
03H333Z        ,18,Unknown,Unknown,,
0FQC8ZZ        ,18,Unknown,Unknown,,
0MN14ZZ        ,18,Unknown,Unknown,,
0FB90ZZ        ,18,Unknown,Unknown,,
84.81          ,18,Unknown,Unknown,,
76.61          ,18,575,OSTEOPLASTIA CERRADA [OSTEOTOMIA] DE RAMA MANDIBULAR,,
03PY07Z        ,18,Unknown,Unknown,,
0D5K8ZZ        ,18,Unknown,Unknown,,
0WPG0JZ        ,18,Unknown,Unknown,,
3E00X29        ,18,Unknown,Unknown,,
0DH67DZ        ,18,Unknown,Unknown,,
0TC18ZZ        ,18,Unknown,Unknown,,
60.92          ,18,Unknown,Unknown,,
0RG70J1        ,18,Unknown,Unknown,,
89.67          ,18,Unknown,Unknown,,
0S5D4ZZ        ,18,Unknown,Unknown,,
B33QZZZ        ,18,Unknown,Unknown,,
B24BZZ4        ,18,Unknown,Unknown,,
09Q84ZZ        ,18,Unknown,Unknown,,
0DTN8ZZ        ,18,Unknown,Unknown,,
0SNC4ZZ        ,18,Unknown,Unknown,,
0HTY0ZZ        ,18,Unknown,Unknown,,
0DB18ZX        ,18,Unknown,Unknown,,
0JPVXXZ        ,18,Unknown,Unknown,,
08B00ZX        ,18,Unknown,Unknown,,
0PHH04Z        ,18,Unknown,Unknown,,
37.41          ,18,Unknown,Unknown,,
0KTH0ZZ        ,18,Unknown,Unknown,,
02100Z3        ,18,Unknown,Unknown,,
07.84          ,18,Unknown,Unknown,,
B315YZZ        ,18,Unknown,Unknown,,
0ULG7ZZ        ,18,Unknown,Unknown,,
0TF64ZZ        ,18,Unknown,Unknown,,
BR29YZZ        ,18,Unknown,Unknown,,
0WPG03Z        ,18,Unknown,Unknown,,
4A0B8BZ        ,18,Unknown,Unknown,,
BF2CZZZ        ,18,Unknown,Unknown,,
0HQV0ZZ        ,18,Unknown,Unknown,,
56.75          ,18,Unknown,Unknown,,
0FB98ZZ        ,18,Unknown,Unknown,,
0F513ZZ        ,18,Unknown,Unknown,,
02.32          ,18,Unknown,Unknown,,
02JA3ZZ        ,18,Unknown,Unknown,,
0V970ZZ        ,18,Unknown,Unknown,,
0WJJ0ZZ        ,18,Unknown,Unknown,,
065P4ZZ        ,18,Unknown,Unknown,,
0W9D3ZX        ,18,Unknown,Unknown,,
0HB2XZX        ,18,Unknown,Unknown,,
0BJK4ZZ        ,18,Unknown,Unknown,,
0TBB3ZX        ,18,Unknown,Unknown,,
0T133JD        ,18,Unknown,Unknown,,
0QN00ZZ        ,18,Unknown,Unknown,,
3E063KZ        ,18,Unknown,Unknown,,
89.48          ,17,Unknown,Unknown,,
0NP0X5Z        ,17,Unknown,Unknown,,
55.31          ,17,Unknown,Unknown,,
0HCT3ZZ        ,17,Unknown,Unknown,,
0Y6H0Z2        ,17,Unknown,Unknown,,
0W9100Z        ,17,Unknown,Unknown,,
0C5PXZZ        ,17,Unknown,Unknown,,
0JH637Z        ,17,Unknown,Unknown,,
90.22          ,17,Unknown,Unknown,,
CB221ZZ        ,17,Unknown,Unknown,,
0JBR3ZZ        ,17,Unknown,Unknown,,
0SG30ZJ        ,17,Unknown,Unknown,,
4A1234Z        ,17,Unknown,Unknown,,
09UA0JZ        ,17,Unknown,Unknown,,
98.22          ,17,Unknown,Unknown,,
0LS80ZZ        ,17,Unknown,Unknown,,
0UJH7ZZ        ,17,Unknown,Unknown,,
0T180ZA        ,17,Unknown,Unknown,,
0HUU37Z        ,17,Unknown,Unknown,,
